  VARIABLES = "X", "Y" 
 ZONE T = "l2 =   0.100000000000000      ", I =           21 , F=POINT
     1.00000      1.09106
     1.02500      1.27409
     1.05000      1.45542
     1.07500      1.63458
     1.10000      1.81108
     1.12500      1.98447
     1.15000      2.15429
     1.17500      2.32013
     1.20000      2.48158
     1.22500      2.63827
     1.25000      2.78985
     1.27500      2.93599
     1.30000      3.07641
     1.32500      3.21066
     1.35000      3.33888
     1.37500      3.46068
     1.40000      3.57589
     1.42500      3.68439
     1.45000      3.78606
     1.47500      3.88083
     1.50000      3.96865
  VARIABLES = "X", "Y" 
 ZONE T = "l2 =   0.200000000000000      ", I =           21 , F=POINT
     1.00000      1.09106
     1.02500      1.33528
     1.05000      1.57658
     1.07500      1.81413
     1.10000      2.04714
     1.12500      2.27485
     1.15000      2.49654
     1.17500      2.71150
     1.20000      2.91908
     1.22500      3.11870
     1.25000      3.30978
     1.27500      3.49185
     1.30000      3.66446
     1.32500      3.82724
     1.35000      3.97987
     1.37500      4.12212
     1.40000      4.25380
     1.42500      4.37482
     1.45000      4.48513
     1.47500      4.58476
     1.50000      4.67384
  VARIABLES = "X", "Y" 
 ZONE T = "l2 =   0.500000000000000      ", I =           21 , F=POINT
     1.00000      1.09106
     1.02500      1.42515
     1.05000      1.75383
     1.07500      2.07556
     1.10000      2.38882
     1.12500      2.69217
     1.15000      2.98422
     1.17500      3.26364
     1.20000      3.52918
     1.22500      3.77970
     1.25000      4.01413
     1.27500      4.23151
     1.30000      4.43100
     1.32500      4.61186
     1.35000      4.77349
     1.37500      4.91540
     1.40000      5.03727
     1.42500      5.13887
     1.45000      5.22015
     1.47500      5.28121
     1.50000      5.32229
